pas	CNTRL_29765	KD_29766	CNTRL_32682	KD_32683	PAS_overlap
chr2:-:196841357:TE	2.35	0.67	2.40	0.76	OK
chr2:-:196839321:TE	1.18	0.00	0.13	0.00	OK
chr2:-:196836267:TE	2.13	1.34	0.80	0.65	OK
chr2:-:196835583:TE	19.47	31.24	11.87	20.54	OK
chr2:-:196834597:TE	1.47	0.22	0.53	0.00	OK
chr2:-:196833215:TE	1.18	1.34	0.27	0.33	OVERLAP
chr2:-:196833005:TE	1.47	4.91	3.07	3.91	OVERLAP
chr2:+:54305043:TE	1.76	1.12	1.51	2.72	OVERLAP
chr2:+:54305143:TE	28.21	31.69	28.07	49.87	OVERLAP
chr14:-:69053745:TE	14.26	5.80	13.87	8.04	OK
chr14:-:69051850:TE	48.19	68.66	37.67	52.02	OK
chr14:-:69050924:TE	4.41	0.89	5.40	1.30	OK
chr7:-:73477833:EX	7.35	3.12	2.93	1.85	OVERLAP
chr7:-:73477784:EX	7.35	8.59	4.95	3.48	OVERLAP
chr7:-:73477083:EX	7.64	9.22	6.93	4.46	OVERLAP
chr7:-:73476886:EX	2.64	1.12	1.60	0.11	OVERLAP
chr16:+:2972803:TE	0.29	0.89	2.33	1.09	OK
chr16:+:2973494:TE	21.45	26.48	42.88	35.78	OK
chr5:+:179724708:EX	31.15	20.56	19.60	18.45	OVERLAP
chr5:+:179724758:EX	13.67	6.81	9.00	3.26	OVERLAP
chr6:+:78898368:TE	1.21	0.89	1.47	1.21	OVERLAP
chr6:+:78898512:TE	2.06	2.01	0.27	0.54	OVERLAP
chr6:+:78898585:TE	7.64	9.15	8.27	5.22	OVERLAP
chr6:+:78898862:TE	2.06	0.22	0.27	0.33	OVERLAP
chr6:+:78900964:TE	12.93	7.14	15.75	10.99	OK
chr6:+:78901494:TE	1.47	0.22	1.87	0.54	OK
chr6:+:78902132:TE	2.06	0.45	0.67	0.11	OK
chr6:+:78902978:TE	2.06	0.67	2.53	1.09	OK
chr1:+:46316616:TE	0.34	0.89	4.24	4.15	OVERLAP
chr1:+:46316703:TE	3.23	1.79	1.60	4.89	OVERLAP
chr1:+:46316773:TE	623.20	896.50	859.32	1218.22	OVERLAP
chr19:-:44476285:TE	6.17	13.84	6.40	11.96	OVERLAP
chr19:-:44476130:TE	0.00	1.12	1.20	1.63	OVERLAP
chr19:-:44475646:TE	0.00	1.12	0.40	0.11	OK
chr20:+:45367462:TE	5.88	6.25	4.53	4.13	OK
chr20:+:45367894:TE	1.18	0.00	0.80	0.54	OVERLAP
chr20:+:45368114:TE	6.17	7.81	10.53	8.89	OVERLAP
chr20:+:45369215:TE	1.76	4.91	5.60	6.52	OK
chr12:-:84860651:TE	56.22	53.11	24.13	19.25	OK
chr12:-:84859704:TE	7.26	10.71	4.00	5.43	OVERLAP
chr12:-:84859492:TE	0.59	1.79	0.67	0.98	OVERLAP
chr1:-:169853090:TE	20.76	6.03	12.01	6.74	OK
chr1:-:169849619:TE	1.47	1.56	1.73	1.30	OK
chr19:-:45687718:TE	0.00	0.22	0.53	1.09	OVERLAP
chr19:-:45687585:TE	0.00	0.22	0.53	1.41	OVERLAP
chr19:-:45687499:TE	0.29	0.22	0.53	1.09	OVERLAP
chr19:-:45687461:TE	553.26	1085.10	741.20	746.85	OVERLAP
chr20:-:10637974:TE	27.01	35.62	16.56	13.46	OVERLAP
chr20:-:10637684:TE	2.64	0.67	4.40	2.99	OVERLAP
chr2:-:64632710:TE	0.59	1.12	0.27	0.87	OK
chr2:-:64632270:TE	2.64	3.57	2.00	1.20	OK
chr2:-:64631622:TE	29.97	33.77	23.71	18.97	OK
chr3:+:186585451:TE	7.93	10.74	10.93	11.56	OVERLAP
chr3:+:186585793:TE	73.46	85.62	48.25	33.71	OVERLAP
chr2:-:210434086:TE	0.29	0.45	1.20	2.72	OK
chr2:-:210431294:TE	0.00	1.12	0.40	0.11	OVERLAP
chr2:-:210431252:TE	43.84	101.80	41.82	55.61	OVERLAP
chr9:+:132689434:TE	1.18	1.34	2.40	3.70	OK
chr9:+:132690827:TE	9.40	14.06	9.20	13.21	OK
chr9:+:132694037:TE	5.58	10.74	4.58	7.93	OK
chr9:+:132694952:TE	8.23	14.73	6.67	10.05	OK
chr9:+:97671433:TE	0.88	1.56	2.87	1.41	OVERLAP
chr9:+:97671629:TE	7.05	3.79	7.87	4.70	OVERLAP
chr9:+:97671782:TE	1.18	0.00	1.07	0.11	OVERLAP
chr9:+:97672527:TE	1.18	0.00	0.27	0.11	OVERLAP
chr9:+:97672803:TE	0.59	0.67	1.07	1.14	OVERLAP
chr9:+:97673620:TE	0.59	2.01	2.67	1.41	OVERLAP
chr9:+:97673714:TE	0.88	1.79	3.20	1.74	OVERLAP
chr9:+:97673767:TE	1.18	2.01	2.80	1.74	OVERLAP
chr8:-:17230528:TE	3.38	3.79	7.60	7.50	OK
chr8:-:17229213:TE	77.87	101.54	78.27	84.07	OK
chr8:-:17224967:TE	0.59	0.67	2.27	1.20	OK
chr7:-:44114762:TE	0.15	0.45	1.53	0.98	OVERLAP
chr7:-:44114681:TE	48.49	37.01	86.78	78.68	OVERLAP
chr6:-:149726442:TE	6.76	20.34	1.87	12.12	OK
chr6:-:149725869:TE	0.88	1.34	0.67	0.65	OVERLAP
chr6:-:149725589:TE	0.59	2.90	2.67	1.20	OVERLAP
chr6:-:149724323:TE	1.76	1.90	1.24	1.56	OK
chr11:-:17074418:TE	4.55	3.12	10.07	11.30	OVERLAP
chr11:-:17074374:TE	1316.34	902.16	1180.79	1061.87	OVERLAP
chr14:-:50117441:TE	0.88	1.79	0.93	0.11	OVERLAP
chr14:-:50117129:TE	10.97	15.65	14.40	11.96	OVERLAP
chr10:-:67922665:TE	1.57	0.00	1.60	0.43	OVERLAP
chr10:-:67922485:TE	20.86	17.08	35.63	10.65	OVERLAP
chr10:-:67921908:TE	3.23	2.23	2.93	1.20	OK
chr19:+:52226349:TE	0.29	1.12	2.13	3.15	OVERLAP
chr19:+:52226417:TE	171.90	305.56	107.92	185.90	OVERLAP
chr5:+:126493911:TE	0.88	1.79	1.78	1.30	OVERLAP
chr5:+:126494159:TE	3.82	5.80	6.96	7.61	OVERLAP
chr3:+:53192562:TE	2.06	7.36	2.80	7.83	OVERLAP
chr3:+:53192669:TE	11.02	15.85	12.80	16.34	OVERLAP
chr3:+:53192715:TE	26.42	24.55	19.38	26.60	OVERLAP
chr16:+:75577545:TE	7.15	16.79	12.00	13.69	OVERLAP
chr16:+:75577689:TE	0.00	0.45	0.93	1.30	OVERLAP
chr16:+:75577764:TE	1.18	0.67	2.13	1.30	OVERLAP
chr16:+:75577891:TE	176.55	143.87	235.98	240.57	OVERLAP
chr20:-:25614366:TE	0.00	0.22	1.07	0.11	OK
chr20:-:25613574:TE	18.51	12.11	12.13	13.31	OVERLAP
chr20:-:25613541:TE	2.06	3.12	1.33	0.76	OVERLAP
chr20:-:25613105:TE	1.76	0.00	0.67	0.00	OVERLAP
chr20:-:25612932:TE	1.18	2.23	1.87	1.52	OVERLAP
chr9:-:13106594:TE	2.94	3.35	2.27	0.87	OK
chr9:-:13105696:TE	31.44	39.55	38.58	47.17	OK
chr13:-:77007079:TE	0.00	1.12	0.67	1.20	OK
chr13:-:77006250:TE	1.47	1.79	1.60	2.50	OK
chr13:-:77005607:TE	2.20	1.12	0.80	0.22	OVERLAP
chr13:-:77005262:TE	45.25	77.66	51.07	86.39	OVERLAP
chr16:+:89870397:TE	0.88	0.22	1.07	1.75	OK
chr16:+:89871319:TE	7.11	5.13	8.31	8.26	OK
chr6:+:34245859:TE	0.83	0.74	1.20	0.96	OVERLAP
chr6:+:34246230:TE	228.11	451.92	350.26	479.47	OVERLAP
chr5:-:83941299:TE	1.47	0.67	0.40	0.11	OK
chr5:-:83940596:TE	36.79	24.55	16.00	8.15	OVERLAP
chr5:-:83940567:TE	1.47	0.22	0.13	0.00	OVERLAP
chr5:-:83940535:TE	8.52	1.79	1.20	0.87	OVERLAP
chr15:+:90271529:TE	231.61	75.14	231.27	123.00	OK
chr15:+:90272115:TE	1.18	0.89	3.73	1.96	OVERLAP
chr15:+:90272219:TE	237.36	216.20	271.49	207.26	OVERLAP
chr15:+:90273016:TE	6.35	3.35	3.88	2.17	OVERLAP
chr15:+:90273231:TE	1.47	1.34	0.40	0.54	OVERLAP
chr15:+:90277602:TE	2.79	4.69	1.00	1.28	OVERLAP
chr15:+:90277869:TE	9.99	17.63	8.93	19.56	OVERLAP
chr16:-:23467055:TE	1.76	0.89	1.07	0.54	OK
chr16:-:23466591:TE	3.53	5.13	9.80	9.29	OK
chr16:-:23466161:TE	5.44	13.53	17.51	19.89	OVERLAP
chr16:-:23466028:TE	5.29	5.69	5.60	6.52	OVERLAP
chr16:-:23465968:TE	3.23	8.03	3.07	8.91	OVERLAP
chr16:-:23464323:TE	11.90	7.81	11.20	6.41	OK
chr16:-:23463543:TE	1.47	9.60	1.07	3.37	OK
chr12:+:50476456:TE	0.29	1.56	0.53	2.28	OK
chr12:+:50477540:TE	0.00	1.12	0.80	1.20	OVERLAP
chr12:+:50477798:TE	2.06	1.34	1.87	1.63	OVERLAP
chr12:+:50477975:TE	8.82	8.03	8.93	6.74	OVERLAP
chr12:+:50479913:TE	0.44	0.89	0.80	1.63	OVERLAP
chr12:+:50480024:TE	15.67	16.51	24.58	29.06	OVERLAP
chr5:-:95888815:TE	0.44	0.45	1.07	0.22	OVERLAP
chr5:-:95888728:TE	1.76	0.67	0.27	0.43	OVERLAP
chr5:-:95887548:TE	1.47	1.34	2.40	2.66	OVERLAP
chr5:-:95887370:TE	1.47	2.23	1.87	2.07	OVERLAP
chr5:-:95885100:TE	2.35	2.45	6.27	5.58	OK
chr2:+:170966503:TE	3.97	1.12	2.53	2.17	OVERLAP
chr2:+:170966600:TE	15.57	13.61	8.93	5.33	OVERLAP
chr2:+:170966915:TE	22.04	38.16	32.80	30.00	OVERLAP
chr2:+:170966971:TE	1.47	2.01	1.87	0.98	OVERLAP
chr2:+:170967145:TE	42.61	54.67	35.13	30.65	OVERLAP
chr5:+:148442561:TE	10.28	15.18	12.13	11.96	OVERLAP
chr5:+:148442849:TE	6.61	14.73	9.73	13.71	OVERLAP
chr14:+:102223238:TE	0.59	1.34	1.60	1.74	OVERLAP
chr14:+:102223538:TE	2.35	1.12	2.93	2.83	OVERLAP
chr14:+:102223693:TE	17.96	16.29	16.13	22.19	OVERLAP
chr1:+:235448790:TE	1.37	0.33	3.00	1.03	OVERLAP
chr1:+:235448963:TE	21.73	19.42	26.69	14.27	OVERLAP
chr21:+:17593209:TE	0.66	1.34	0.80	0.54	OVERLAP
chr21:+:17593541:TE	0.59	1.79	0.00	0.43	OVERLAP
chr21:+:17593557:TE	0.00	1.56	0.67	0.87	OVERLAP
chr11:-:3360332:TE	9.11	2.23	4.93	1.41	OK
chr11:-:3359012:TE	2.64	2.90	1.33	1.30	OK
chr11:-:3358589:TE	0.59	4.02	1.07	2.72	OVERLAP
chr11:-:3358566:TE	3.53	9.60	5.93	9.46	OVERLAP
chr11:-:3358386:TE	1.18	3.35	7.47	11.85	OVERLAP
chr14:+:39136751:TE	1.27	0.67	2.40	0.54	OVERLAP
chr14:+:39136838:TE	33.28	44.09	70.57	30.72	OVERLAP
chr14:+:39136939:TE	7.35	5.80	13.07	10.61	OVERLAP
chr14:+:39136971:TE	17.04	36.12	15.93	29.27	OVERLAP
chr15:-:55360693:TE	4.41	3.57	1.47	0.33	OVERLAP
chr15:-:55360382:TE	1.76	1.79	1.47	1.52	OVERLAP
chr15:-:55358828:TE	44.71	33.70	16.13	10.87	OK
chr15:-:55355240:TE	6.46	6.58	4.27	7.39	OK
chr7:+:116559440:TE	23.51	44.19	11.33	25.76	OVERLAP
chr7:+:116559607:TE	13.37	21.65	16.80	11.77	OVERLAP
chr7:+:116561176:TE	50.69	46.38	37.02	35.49	OK
chr7:+:44768536:TE	1.18	1.56	1.27	0.54	OVERLAP
chr7:+:44768693:TE	9.40	14.95	30.47	42.17	OVERLAP
chr7:+:44769878:TE	8.42	8.26	7.11	10.39	OK
chr7:+:152855000:TE	1.76	2.12	3.33	4.24	OVERLAP
chr7:+:152855371:TE	1.76	2.68	11.60	9.13	OVERLAP
chr20:+:13817226:TE	13.22	10.49	14.75	17.77	OK
chr20:+:13817664:TE	0.29	1.34	0.27	0.54	OK
chr20:+:13821578:TE	0.29	0.22	0.27	1.09	OK
chr4:-:118281716:TE	4.41	3.68	3.60	3.04	OK
chr4:-:118280039:TE	23.83	22.38	15.62	11.75	OK
chr17:+:81900254:TE	400.52	241.06	278.97	274.26	OVERLAP
chr17:+:81900353:TE	39.23	30.35	32.47	38.96	OVERLAP
chr2:+:205795573:TE	4.11	1.56	2.40	0.87	OK
chr2:+:205798177:TE	16.99	13.39	5.07	6.47	OK
chr5:-:32229644:TE	1.76	1.56	4.00	3.31	OK
chr5:-:32227009:TE	34.23	44.00	36.57	48.17	OK
chr17:-:50695322:TE	2.06	0.89	2.13	1.41	OK
chr17:-:50694858:TE	13.81	29.68	15.20	25.68	OK
chr17:-:50693708:TE	1.18	1.34	1.47	0.98	OK
chr17:-:50693198:TE	40.79	37.49	38.04	38.93	OK
chr2:+:10052814:TE	0.00	0.67	0.67	1.74	OK
chr2:+:10054836:TE	25.56	26.78	15.07	16.85	OK
chr17:-:65635821:TE	0.88	0.67	2.13	1.20	OVERLAP
chr17:-:65635541:TE	4.11	1.79	5.33	0.33	OVERLAP
chr13:-:36846703:TE	4.70	5.13	4.42	3.26	OK
chr13:-:36844834:TE	7.35	10.71	6.67	5.54	OK
chr15:-:101642319:TE	6.02	10.04	6.93	7.06	OVERLAP
chr15:-:101642217:TE	3.53	2.45	2.67	1.63	OVERLAP
chr15:-:101641925:TE	2.35	4.91	7.73	3.59	OVERLAP
chrX:-:103253587:TE	16.85	13.66	15.60	15.87	OVERLAP
chrX:-:103253372:TE	0.59	1.56	1.60	1.30	OVERLAP
chrX:-:103253311:TE	0.00	1.34	1.87	1.52	OVERLAP
chrX:-:103253256:TE	6.46	4.13	7.60	8.91	OVERLAP
chrX:-:103253049:TE	3.53	4.24	2.93	1.96	OVERLAP
chrX:-:103252988:TE	177.75	101.17	232.41	186.99	OVERLAP
chr2:-:54973115:TE	2.64	2.90	1.87	2.07	OVERLAP
chr2:-:54972869:TE	0.00	1.12	0.80	0.98	OVERLAP
chr2:-:54972820:TE	4.70	17.69	3.73	2.86	OVERLAP
chr2:-:54972188:TE	116.60	266.40	107.38	198.45	OK
chr17:-:2690380:TE	0.29	0.00	1.33	0.22	OK
chr17:-:2689388:TE	107.77	78.78	74.46	67.02	OK
chr17:-:81511496:TE	0.00	0.45	2.67	3.04	OVERLAP
chr17:-:81511371:TE	0.69	0.67	1.47	1.41	OVERLAP
chr17:-:81511298:TE	0.88	0.45	2.53	1.58	OVERLAP
chr19:+:50482621:TE	8.86	2.45	6.60	3.15	OK
chr19:+:50483350:TE	106.81	29.01	180.67	57.39	OVERLAP
chr19:+:50483410:TE	9.99	4.02	15.07	10.54	OVERLAP
chr19:+:50483469:TE	0.00	0.67	0.67	1.63	OVERLAP
chr19:+:50483895:TE	0.69	2.68	0.67	3.80	OK
chr19:+:50484474:TE	0.59	4.69	1.33	8.91	OVERLAP
chr19:+:50484608:TE	0.29	2.45	1.60	3.70	OVERLAP
chr19:+:50490867:TE	0.10	0.89	0.27	1.98	OK
chr9:-:33922084:TE	0.88	0.89	0.93	1.41	OVERLAP
chr9:-:33921693:TE	15.66	17.70	16.08	28.18	OVERLAP
chr1:+:182829317:TE	0.88	1.12	0.13	0.00	OK
chr1:+:182830383:TE	1.47	2.68	0.98	1.41	OK
chr2:+:191424102:TE	3.53	3.12	7.60	3.48	OK
chr2:+:191425160:TE	27.52	54.45	40.35	40.34	OVERLAP
chr2:+:191425273:TE	1.47	1.34	0.67	0.11	OVERLAP
chr2:+:191425315:TE	5.58	10.27	6.27	6.85	OVERLAP
chr2:+:191425384:TE	6.91	8.48	9.47	6.20	OVERLAP
chr17:-:28328607:TE	7.93	6.03	2.27	1.63	OVERLAP
chr17:-:28328332:TE	75.71	122.55	73.84	102.09	OVERLAP
chr3:-:197043633:TE	3.82	2.23	0.93	1.74	OVERLAP
chr3:-:197043545:TE	1.18	0.45	0.80	0.22	OVERLAP
chr3:-:197043033:TE	1.47	2.68	1.73	1.09	OVERLAP
chr3:-:197042928:TE	19.15	21.65	20.80	16.95	OVERLAP
chr3:-:197042561:TE	2.35	1.86	1.87	2.09	OVERLAP
chr10:-:7756038:TE	2.35	1.56	1.07	2.55	OVERLAP
chr10:-:7755790:TE	16.75	38.39	27.37	25.76	OVERLAP
chr10:-:7750964:TE	1.76	1.34	1.33	2.50	OK
chr9:+:5775251:TE	2.35	1.79	1.60	2.28	OK
chr9:+:5776504:TE	0.59	1.12	0.53	1.09	OVERLAP
chr9:+:5776573:TE	8.82	7.14	6.43	8.37	OVERLAP
chr10:-:62239597:TE	6.76	2.01	5.87	3.04	OK
chr10:-:62238152:TE	2.64	5.13	3.47	10.01	OK
chr16:+:1828644:TE	0.00	0.22	1.07	0.65	OVERLAP
chr16:+:1828908:TE	72.85	59.36	80.87	66.01	OVERLAP
chrX:-:72273962:EX	21.86	11.64	31.74	26.67	OVERLAP
chrX:-:72273883:EX	3.23	2.01	9.87	9.24	OVERLAP
chr1:+:204127664:TE	0.59	3.46	2.00	2.17	OVERLAP
chr1:+:204127741:TE	3.82	11.83	7.35	9.35	OVERLAP
chr12:+:1646368:TE	8.82	20.40	5.47	5.11	OK
chr12:+:1647211:TE	9.40	8.48	7.00	8.91	OK
chr1:+:151067715:TE	2.64	1.12	2.80	1.52	OVERLAP
chr1:+:151068077:TE	5.77	4.46	2.00	1.52	OVERLAP
chr1:+:151068493:TE	113.10	126.46	59.18	65.71	OK
chr10:+:35569742:TE	6.02	5.13	14.40	8.64	OK
chr10:+:35571793:TE	5.29	12.94	11.13	16.52	OVERLAP
chr10:+:35571944:TE	2.35	9.15	2.00	7.93	OVERLAP
chr1:-:5862878:TE	1.47	0.45	0.53	0.33	OVERLAP
chr1:-:5862811:TE	17.04	18.97	13.33	11.74	OVERLAP
chr6:+:110894189:TE	50.17	54.94	28.60	28.84	OVERLAP
chr6:+:110894322:TE	9.99	9.82	10.80	6.97	OVERLAP
chr6:+:110894990:TE	1.76	0.89	0.13	0.11	OK
chr6:+:110895431:TE	0.29	0.22	0.27	1.09	OVERLAP
chr6:+:110895710:TE	198.95	375.29	202.52	325.91	OVERLAP
chr16:+:72024505:TE	7.64	9.48	10.80	5.87	OK
chr16:+:72025048:TE	3.82	0.22	1.07	0.11	OVERLAP
chr16:+:72025289:TE	0.29	1.12	1.47	0.33	OVERLAP
chr16:+:72027657:TE	1.76	1.34	1.33	1.30	OK
chr12:-:6539668:TE	0.00	0.22	1.07	0.54	OVERLAP
chr12:-:6539527:TE	0.59	3.12	6.53	7.47	OVERLAP
chr1:-:83869701:TE	6.76	3.12	6.13	6.09	OK
chr1:-:83867452:TE	0.88	2.90	1.73	1.30	OK
chr1:-:83866060:TE	0.00	1.34	1.73	2.39	OVERLAP
chr1:-:83865897:TE	1.47	2.23	2.67	4.02	OVERLAP
chr1:-:83865725:TE	3.53	8.03	3.60	6.52	OVERLAP
chr1:-:83865015:TE	2.35	2.23	2.53	1.97	OK
chr6:+:150249329:TE	9.99	6.92	16.93	9.35	OK
chr6:+:150250355:TE	87.27	99.32	101.29	113.49	OK
chr4:-:153781187:TE	7.93	15.18	4.67	7.20	OK
chr4:-:153780592:TE	30.85	18.30	12.93	5.65	OK
chr18:-:47841680:TE	4.85	1.12	4.02	1.96	OVERLAP
chr18:-:47841603:TE	4.70	2.01	5.87	5.11	OVERLAP
chr18:-:47841394:TE	2.94	7.14	11.60	8.48	OVERLAP
chr18:-:47841208:TE	36.73	34.41	31.49	39.05	OVERLAP
chr18:-:47840257:TE	26.54	5.80	16.27	4.71	OK
chr18:-:47838067:TE	0.29	1.79	0.13	0.43	OK
chr18:-:47833363:TE	0.91	1.12	0.27	0.43	OVERLAP
chr18:-:47833096:TE	1.76	5.80	2.67	2.39	OVERLAP
chr6:-:137001471:TE	2.09	1.12	0.53	0.54	OVERLAP
chr6:-:137001292:TE	3.53	3.46	8.67	6.63	OVERLAP
chr6:-:136999972:TE	2.94	0.45	1.07	0.98	OK
chr6:-:109368853:TE	0.29	1.56	0.40	1.41	OVERLAP
chr6:-:109368817:TE	0.29	0.22	0.80	1.09	OVERLAP
chr6:-:109368650:TE	7.64	9.60	8.13	7.17	OVERLAP
chr6:-:109368552:TE	1.47	2.68	0.67	1.09	OVERLAP
chr6:-:109368071:TE	0.00	1.34	0.40	0.33	OK
chr6:-:109367282:TE	26.45	42.18	17.40	21.71	OVERLAP
chr6:-:109367193:TE	2.06	1.12	0.13	1.09	OVERLAP
chr6:-:109366570:TE	22.04	28.73	4.67	4.24	OVERLAP
chr6:-:109366520:TE	225.04	506.62	142.97	288.13	OVERLAP
chr6:+:44234092:TE	25.20	19.45	12.73	10.90	OVERLAP
chr6:+:44234142:TE	122.17	123.09	41.42	44.64	OVERLAP
chr1:-:155480753:EX	12.34	12.05	11.60	8.15	OK
chr1:-:155479076:EX	3.82	1.79	2.03	0.43	OVERLAP
chr1:-:155479062:EX	15.57	10.71	7.20	3.48	OVERLAP
chr16:-:48361054:TE	5.58	7.36	5.73	5.54	OK
chr16:-:48360529:TE	49.07	53.86	53.05	58.29	OK
chr6:-:35834984:TE	1.47	0.67	1.20	0.43	OVERLAP
chr6:-:35834830:TE	2.35	1.12	6.93	3.48	OVERLAP
chr6:-:35833097:TE	4.55	8.26	4.00	4.56	OVERLAP
chr6:-:35833035:TE	83.45	100.50	53.16	51.80	OVERLAP
chr6:-:35832967:TE	1.18	0.45	1.33	0.98	OVERLAP
chr6:-:149594969:TE	3.53	2.68	5.47	2.93	OVERLAP
chr6:-:149594878:TE	31.59	55.89	38.73	41.74	OVERLAP
chr18:+:23026366:TE	0.88	2.23	1.60	0.79	OVERLAP
chr18:+:23026501:TE	63.02	73.76	66.96	58.20	OVERLAP
chr8:-:144789929:TE	0.00	0.67	3.07	2.72	OVERLAP
chr8:-:144789819:TE	35.12	18.44	18.73	10.11	OVERLAP
chr8:-:144789770:TE	1983.26	2576.40	3079.86	2658.87	OVERLAP
chr8:+:103442972:TE	47.10	54.47	41.69	66.16	OVERLAP
chr8:+:103443118:TE	1.76	3.79	2.00	3.73	OVERLAP
chr8:+:103443316:TE	1.76	1.34	0.53	0.65	OVERLAP
chr8:+:103443450:TE	26.74	25.11	19.33	20.65	OVERLAP
chr21:+:44059697:TE	1.50	1.00	1.73	1.14	OK
chr21:+:44060261:TE	0.88	2.95	1.33	8.75	OK
chr2:-:75664608:TE	7.35	2.90	7.73	3.27	OVERLAP
chr2:-:75664435:TE	14.40	5.02	16.93	6.20	OVERLAP
chr2:-:75662708:TE	8.42	18.30	6.80	13.15	OK
chr3:-:146515871:TE	1.47	3.35	2.53	3.15	OVERLAP
chr3:-:146515793:TE	8.67	10.09	8.87	7.84	OVERLAP
chr3:-:146515682:TE	2.06	4.91	3.13	4.02	OVERLAP
chr3:-:146515181:TE	14.69	36.63	11.63	23.38	OK
chr3:-:57094250:TE	0.88	1.12	0.67	0.33	OK
chr3:-:57089984:TE	6.46	8.03	5.73	5.33	OK
chr4:-:47847458:TE	0.00	1.79	1.20	1.52	OVERLAP
chr4:-:47847243:TE	30.56	53.59	25.60	31.84	OVERLAP
chr14:+:96532694:TE	72.73	158.82	68.32	123.18	OVERLAP
chr14:+:96532909:TE	0.29	1.34	0.13	0.87	OVERLAP
chr14:+:96534897:TE	3.53	11.60	7.60	9.73	OK
chr15:-:79960955:TE	2.33	6.29	3.52	4.10	OVERLAP
chr15:-:79960893:TE	0.29	2.77	0.63	1.04	OVERLAP
chr1:-:52352523:TE	2.35	1.56	5.27	4.24	OK
chr1:-:52350599:TE	4.70	3.35	1.87	1.85	OK
chr8:+:43019182:TE	1.18	0.22	0.93	0.33	OK
chr8:+:43019777:TE	0.29	0.00	1.33	0.33	OK
chr8:+:43024667:TE	0.00	1.12	0.00	0.00	OVERLAP
chr8:+:43024696:TE	0.88	2.90	1.33	1.74	OVERLAP
chr8:+:43030545:TE	5.58	5.58	4.40	5.11	OK
chr16:+:29820016:TE	0.29	0.89	1.47	1.63	OVERLAP
chr16:+:29820103:TE	63.68	44.86	110.78	66.71	OVERLAP
chr2:+:74532998:TE	8.52	3.79	9.67	6.85	OVERLAP
chr2:+:74533193:TE	29.68	15.45	20.37	23.30	OVERLAP
chr2:+:74533318:TE	10.97	6.47	12.17	9.80	OVERLAP
chr3:+:49533672:TE	0.59	0.67	0.27	1.30	OK
chr3:+:49534530:TE	1.18	2.90	0.40	2.39	OK
chr3:+:49535624:TE	15.57	29.01	14.80	21.52	OK
chr1:+:207794958:TE	0.59	1.12	0.93	0.43	OVERLAP
chr1:+:207795237:TE	3.82	2.01	2.93	1.63	OVERLAP
chr1:+:207795430:TE	1.18	0.22	0.80	0.33	OVERLAP
chr1:+:207795503:TE	225.12	360.47	189.59	266.12	OVERLAP
chr5:-:146114091:TE	7.57	1.79	12.43	3.15	OVERLAP
chr5:-:146113987:TE	0.59	0.45	2.00	0.54	OVERLAP
chr5:-:146113911:TE	43.64	73.29	41.78	29.81	OVERLAP
chr5:-:146113027:TE	29.02	7.14	28.95	7.17	OK
chr9:-:4712183:TE	0.88	0.45	1.13	0.54	OK
chr9:-:4711280:TE	29.83	29.24	33.16	30.32	OVERLAP
chr9:-:4711161:TE	27.93	23.25	39.62	34.71	OVERLAP
chr9:-:4709559:TE	0.37	2.23	0.67	1.85	OK
chr19:-:56384880:TE	2.09	1.34	3.47	3.70	OK
chr19:-:56382752:TE	0.88	1.12	2.80	2.17	OK
chr1:+:70246864:EX	9.11	5.80	1.47	0.76	OVERLAP
chr1:+:70246905:EX	1.18	0.22	0.00	0.11	OVERLAP
chr4:-:55434828:TE	0.29	1.34	1.33	1.20	OK
chr4:-:55432499:TE	2.06	1.34	0.80	0.54	OK
chr4:-:55430421:TE	2.64	1.12	2.67	2.39	OVERLAP
chr4:-:55430337:TE	3.53	1.79	1.87	1.52	OVERLAP
chr4:-:55428027:TE	3.43	3.35	1.67	1.52	OVERLAP
chr4:-:55427905:TE	5.00	5.36	2.40	1.63	OVERLAP
chr12:+:63809107:TE	49.07	57.99	25.42	31.52	OVERLAP
chr12:+:63809475:TE	4.19	1.84	4.13	4.13	OVERLAP
chr20:-:5546643:TE	2.06	0.89	0.67	0.65	OVERLAP
chr20:-:5546440:TE	0.29	0.22	1.07	0.76	OVERLAP
chr20:-:5544441:TE	3.53	5.58	6.53	6.52	OK
chrX:-:53533177:TE	27.40	14.28	25.27	16.19	OVERLAP
chrX:-:53532796:TE	29.57	57.58	47.59	55.68	OVERLAP
chrX:-:53532098:TE	1.47	0.45	0.53	1.20	OK
chr3:+:9945027:TE	17.14	20.23	14.33	15.85	OVERLAP
chr3:+:9945404:TE	2.64	2.90	1.87	5.33	OVERLAP
chr8:-:144790432:TE	0.00	1.56	4.38	3.64	OVERLAP
chr8:-:144790394:TE	5.10	5.13	13.47	6.74	OVERLAP
chr1:-:156009559:TE	30.85	21.65	14.67	8.73	OK
chr1:-:156009049:TE	161.15	266.63	199.35	236.26	OK
chrX:-:107713260:TE	0.88	1.00	1.07	0.76	OVERLAP
chrX:-:107713237:TE	3.23	1.34	1.33	1.63	OVERLAP
chrX:+:103377496:TE	1.18	1.12	0.00	0.00	OVERLAP
chrX:+:103377717:TE	7.20	6.25	1.87	1.20	OVERLAP
chrX:+:103378036:TE	0.29	2.23	1.20	1.20	OVERLAP
chrX:+:103378071:TE	758.02	518.45	1103.09	844.93	OVERLAP
